0.1,0.1,0.1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.75,0.8,0.8,0.9,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
0.1,0.1,0.1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0.000833333,0.000833333,0.8,0.8,0.9,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
0.1,0.1,0.1,0.1,0.000833333,0.000833333,0.000833333,0,0,0,0.000833333,0.000833333,0.8,0.9,1,0.000833333,0.000833333,0,0,0
0.5,0.1,0.1,0.1,0.000833333,0.000833333,0,0,0,0,0,0.000833333,0.000833333,0.9,1,0.000833333,0.000833333,0,0,0
0.5,0.5,0.1,0.1,0.000833333,0.000833333,0,0,0,0,0,0,0.000833333,0.9,1,0.000833333,0,0,0.000833333,0
0.5,0.5,0.5,0.1,0.000833333,0.000833333,0.000833333,0,0,0,0,0.000833333,0.000833333,0.000833333,1,1,0,0.000833333,0.000833333,0.000833333
0.5,0.5,0.5,0.5,0.000833333,0.000833333,0.000833333,0,0,0,0.000833333,0.000833333,0.000833333,0.000833333,1,1,0.000833333,0.000833333,0.000833333,0.000833333
1,1,1,1,1,1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.9,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,1,1,0.000833333,0.000833333,0.000833333,0,0.000833333,0.000833333,0.000833333
0.5,0.5,0.5,0.000833333,1,1,1,1,1,1,1,1,1,0.000833333,0.000833333,0.000833333,0,0,0,0
0.5,0.5,0.5,0.000833333,1,1,1,1,1,1,1,1,1,0.000833333,0.000833333,0.000833333,0,0,0,0
0.5,0.5,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,1,1,0.000833333,0.000833333,0,0,0,0,0
0.5,0.1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,1,1,0.000833333,0,0,0,0,0,0
0.1,0.1,0.000833333,0,0,0.000833333,0.000833333,0.000833333,0,0,0.000833333,1,1,0.000833333,0,0,0.000833333,0.000833333,0,0
0.1,0.1,0.000833333,0,0,0.000833333,0.000833333,0.000833333,0,0,0.000833333,1,1,0.000833333,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
0.1,0.1,0.000833333,0,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0.000833333,1,1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
0.1,0.1,0.000833333,0,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0.000833333,1,1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
0.1,0.000833333,0.000833333,0,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0.000833333,1,1,1,1,1,1,1,1,1
0.1,0.000833333,0.000833333,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,1,1,1,1,1,1,1,1,1
0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0
0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0
0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0
0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0,0
0.000833333,0.000833333,0.000833333,0.000833333,0,0,0,0,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0,0,0
0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0,0,0.000833333,0.000833333
0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0.000833333,0.000833333,0.000833333,0,0.000833333,0.000833333,0.000833333,0,0,0,0,0.000833333,0.000833333
0.000833333,0.000833333,0.1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0,0.000833333,0.000833333,0,0,0.000833333,0.000833333,0.000833333,0.000833333
0.000833333,0.000833333,0.1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.5,0.000833333,0,0.000833333,0.000833333,0.000833333,0,0,0.000833333,0.000833333,0.000833333,0.000833333
0.000833333,0.000833333,0.1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.5,0.5,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0,0.000833333,0.000833333,0.000833333
0.1,0.1,0.000833333,0,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0.000833333,1,1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
0.1,0.000833333,0.000833333,0,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0.000833333,1,1,1,1,1,1,1,1,1
0.1,0.000833333,0.000833333,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,1,1,1,1,1,1,1,1,1
0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
0.5,0.5,0.5,0.5,0.000833333,0.000833333,0.000833333,0,0,0,0.000833333,0.000833333,0.000833333,0.000833333,1,1,0.000833333,0.000833333,0.000833333,0.000833333
1,1,1,1,1,1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.9,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,1,1,0.000833333,0.000833333,0.000833333,0,0.000833333,0.000833333,0.000833333
0.5,0.5,0.5,0.000833333,1,1,1,1,1,1,1,1,1,0.000833333,0.000833333,0.000833333,0,0,0,0
0.5,0.5,0.5,0.000833333,1,1,1,1,1,1,1,1,1,0.000833333,0.000833333,0.000833333,0,0,0,0
0.000833333,0.000833333,0,0,0,0,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
0.000833333,0.000833333,0.000833333,0,0,0,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333
0.000833333,0.000833333,0.000833333,0.000833333,0,0,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0,0.000833333,0,0,0
0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0,0,0,0.000833333
0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0.000833333,0,0,0,0,0,0.000833333
